tick,hp,maxhp,money,inv,own,enemy,enemy_dps,enemy_swings,enemy_value,choice,t1,t2,t3,t4,t5,t6,t7,t8
1014,2000,2000,53,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1017,2000,2000,53,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1020,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1023,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1026,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1029,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1032,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1035,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1038,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1041,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1044,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1047,2000,2000,58,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1050,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1053,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1056,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1059,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1062,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1065,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1068,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1071,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1074,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1077,2000,2000,62,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1080,2000,2000,66,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1083,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1086,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1089,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1092,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1095,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1098,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1101,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1104,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1107,2000,2000,1,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1110,2000,2000,6,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1113,2000,2000,6,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1116,2000,2000,6,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1119,2000,2000,6,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1122,2000,2000,6,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1125,2000,2000,6,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1128,2000,2000,6,2,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1131,2000,2000,35,3,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1134,2000,2000,35,3,0,0,0,0.0,0,,0,0,0,0,0,0,0,0
1137,2000,2000,23,3,1,1,14,4.7,3,,1,0,0,0,0,0,0,0
1140,2000,2000,31,3,1,1,14,4.7,3,,1,0,0,0,0,0,0,0
1143,2000,2000,31,3,1,1,14,4.7,3,watch,1,0,0,0,0,0,0,0
1146,2000,2000,31,3,1,1,14,4.7,3,watch,1,0,0,0,0,0,0,0
1149,2000,2000,31,3,2,2,28,9.3,6,watch,2,0,0,0,0,0,0,0
1152,2000,2000,31,3,2,2,28,9.3,6,watch,2,0,0,0,0,0,0,0
1155,2000,2000,31,3,2,2,28,9.3,6,watch,2,0,0,0,0,0,0,0
1158,2000,2000,31,3,3,3,42,14.0,9,watch,3,0,0,0,0,0,0,0
1161,2000,2000,31,3,3,3,42,14.0,9,watch,3,0,0,0,0,0,0,0
1164,2000,2000,31,3,3,3,42,14.0,9,watch,3,0,0,0,0,0,0,0
1167,2000,2000,31,3,4,4,56,18.7,12,watch,4,0,0,0,0,0,0,0
1170,2000,2000,40,3,4,4,56,18.7,12,watch,4,0,0,0,0,0,0,0
1173,2000,2000,40,3,4,4,56,18.7,12,watch,4,0,0,0,0,0,0,0
1176,2000,2000,40,3,4,4,56,18.7,12,watch,4,0,0,0,0,0,0,0
1179,2000,2000,40,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1182,2000,2000,40,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1185,2000,2000,40,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1188,2000,2000,40,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1191,2000,2000,40,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1194,2000,2000,40,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1197,2000,2000,40,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1200,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1203,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1206,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1209,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1212,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1215,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1218,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1221,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1224,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1227,2000,2000,48,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1230,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1233,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1236,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1239,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1242,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1245,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1248,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1251,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1254,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1257,2000,2000,57,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1260,2000,2000,65,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1263,2000,2000,65,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1266,2000,2000,65,3,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1269,2000,2000,65,3,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1272,2000,2000,65,3,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1275,2000,2000,65,3,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1278,2000,2000,65,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1281,2000,2000,65,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1284,2000,2000,65,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1287,2000,2000,65,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1290,2000,2000,74,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1293,2000,2000,74,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1296,2000,2000,74,3,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1299,2000,2000,74,3,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1302,2000,2000,74,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1305,2000,2000,74,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1308,2000,2000,74,3,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1311,2000,2000,74,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1314,2000,2000,74,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1317,2000,2000,74,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1320,2000,2000,82,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1323,2000,2000,70,3,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1326,2000,2000,70,3,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1329,2000,2000,70,3,6,6,42,14.0,18,watch,6,0,0,0,0,0,0,0
1332,2000,2000,70,3,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1335,2000,2000,70,3,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1338,2000,2000,70,3,7,7,56,18.7,21,watch,7,0,0,0,0,0,0,0
1341,2000,2000,70,3,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1344,2000,2000,70,3,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
1347,2000,2000,70,3,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
1350,2000,2000,79,3,8,8,70,23.3,24,watch,8,0,0,0,0,0,0,0
1353,2000,2000,79,3,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1356,2000,2000,79,3,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1359,2000,2000,79,3,9,9,70,23.3,27,watch,9,0,0,0,0,0,0,0
1362,2000,2000,79,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1365,2000,2000,79,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1368,2000,2000,79,3,10,10,84,28.0,30,watch,10,0,0,0,0,0,0,0
1371,2000,2000,79,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1374,2000,2000,79,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1377,2000,2000,79,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1380,2000,2000,87,3,10,10,112,37.3,30,watch,10,0,0,0,0,0,0,0
1383,2000,2000,87,3,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1386,2000,2000,87,3,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1389,2000,2000,87,3,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1392,2000,2000,87,3,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1395,2000,2000,87,3,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1398,2000,2000,87,3,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1401,2000,2000,87,3,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1404,2000,2000,87,3,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1407,2000,2000,87,3,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1410,2000,2000,96,3,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1413,2000,2000,96,3,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1416,2000,2000,96,3,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1419,2000,2000,96,3,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1422,2000,2000,96,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1425,2000,2000,96,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1428,2000,2000,96,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1431,2000,2000,96,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1434,2000,2000,96,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1437,2000,2000,96,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1440,2000,2000,104,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1443,2000,2000,104,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1446,2000,2000,104,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1449,2000,2000,104,3,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1452,2000,2000,104,3,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1455,2000,2000,104,3,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1458,2000,2000,104,3,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1461,2000,2000,104,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1464,2000,2000,104,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1467,2000,2000,104,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1470,2000,2000,113,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1473,2000,2000,113,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1476,2000,2000,113,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1479,2000,2000,113,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1482,2000,2000,113,3,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1485,2000,2000,113,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1488,2000,2000,113,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1491,2000,2000,113,3,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1494,2000,2000,113,3,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1497,2000,2000,113,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1500,2000,2000,121,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1503,2000,2000,121,3,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1506,2000,2000,109,3,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1509,2000,2000,109,3,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1512,2000,2000,109,3,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1515,2000,2000,109,3,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1518,2000,2000,109,3,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1521,2000,2000,109,3,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1524,2000,2000,109,3,7,7,56,18.7,21,watch,7,0,0,0,0,0,0,0
1527,2000,2000,109,3,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
1530,2000,2000,118,3,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
1533,2000,2000,118,3,8,8,70,23.3,24,watch,8,0,0,0,0,0,0,0
1536,2000,2000,53,3,8,8,70,23.3,24,watch,8,0,0,0,0,0,0,0
1539,2000,2000,53,3,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1542,2000,2000,53,3,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1545,2000,2000,53,3,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1548,2000,2000,53,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1551,2000,2000,53,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1554,2000,2000,53,3,10,10,84,28.0,30,watch,10,0,0,0,0,0,0,0
1557,2000,2000,53,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1560,2000,2000,61,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1563,2000,2000,61,3,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1566,2000,2000,61,3,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1569,2000,2000,61,3,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1572,2000,2000,61,3,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1575,2000,2000,61,3,9,9,112,37.3,27,watch,9,0,0,0,0,0,0,0
1578,2000,2000,61,3,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1581,2000,2000,61,3,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1584,2000,2000,61,3,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1587,2000,2000,161,3,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1590,2000,2000,169,3,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1593,2000,2000,0,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1596,2000,2000,0,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1599,2000,2000,0,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1602,2000,2000,0,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1605,2000,2000,0,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1608,2000,2000,0,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1611,2000,2000,0,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1614,2000,2000,0,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1617,2000,2000,0,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1620,2000,2000,20,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1623,2000,2000,20,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1626,2000,2000,20,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1629,2000,2000,20,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1632,2000,2000,20,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1635,2000,2000,20,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1638,2000,2000,20,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1641,2000,2000,20,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1644,2000,2000,20,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1647,2000,2000,20,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1650,2000,2000,40,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1653,2000,2000,40,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1656,2000,2000,40,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1659,2000,2000,40,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1662,2000,2000,40,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1665,2000,2000,40,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1668,2000,2000,40,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1671,2000,2000,40,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1674,2000,2000,40,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1677,2000,2000,40,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1680,2000,2000,59,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1683,2000,2000,59,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1686,2000,2000,59,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1689,2000,2000,59,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1692,2000,2000,47,4,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1695,2000,2000,47,4,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1698,2000,2000,47,4,6,6,42,14.0,18,watch,6,0,0,0,0,0,0,0
1701,2000,2000,47,4,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1704,2000,2000,47,4,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1707,2000,2000,47,4,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1710,2000,2000,67,4,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1713,2000,2000,67,4,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
1716,2000,2000,67,4,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
1719,2000,2000,67,4,8,8,70,23.3,24,watch,8,0,0,0,0,0,0,0
1722,2000,2000,67,4,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1725,2000,2000,67,4,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1728,2000,2000,67,4,9,9,70,23.3,27,watch,9,0,0,0,0,0,0,0
1731,2000,2000,67,4,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1734,2000,2000,67,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1737,2000,2000,67,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1740,2000,2000,87,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1743,2000,2000,87,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1746,2000,2000,87,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1749,2000,2000,87,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1752,2000,2000,87,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1755,2000,2000,87,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1758,2000,2000,87,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1761,2000,2000,87,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1764,2000,2000,87,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1767,2000,2000,87,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1770,2000,2000,107,4,8,8,112,37.3,24,watch,8,0,0,0,0,0,0,0
1773,2000,2000,107,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1776,2000,2000,107,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1779,2000,2000,107,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1782,2000,2000,107,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1785,2000,2000,107,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1788,2000,2000,107,4,6,6,84,28.0,18,watch,6,0,0,0,0,0,0,0
1791,2000,2000,107,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1794,2000,2000,107,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1797,2000,2000,107,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1800,2000,2000,126,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1803,2000,2000,126,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1806,2000,2000,126,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1809,2000,2000,126,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1812,2000,2000,126,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1815,2000,2000,126,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1818,2000,2000,126,4,5,5,70,23.3,15,watch,5,0,0,0,0,0,0,0
1821,2000,2000,126,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1824,2000,2000,126,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1827,2000,2000,126,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1830,2000,2000,146,4,5,5,56,18.7,15,watch,5,0,0,0,0,0,0,0
1833,2000,2000,146,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1836,2000,2000,146,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1839,2000,2000,146,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1842,2000,2000,146,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1845,2000,2000,146,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1848,2000,2000,146,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1851,2000,2000,146,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1854,2000,2000,146,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1857,2000,2000,146,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1860,2000,2000,166,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1863,2000,2000,166,4,5,5,14,4.7,15,watch,5,0,0,0,0,0,0,0
1866,2000,2000,166,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1869,2000,2000,166,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1872,2000,2000,166,4,5,5,28,9.3,15,watch,5,0,0,0,0,0,0,0
1875,2000,2000,166,4,5,5,42,14.0,15,watch,5,0,0,0,0,0,0,0
1878,2000,2000,154,4,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1881,2000,2000,154,4,6,6,56,18.7,18,watch,6,0,0,0,0,0,0,0
1884,2000,2000,154,4,6,6,42,14.0,18,watch,6,0,0,0,0,0,0,0
1887,2000,2000,154,4,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1890,2000,2000,173,4,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1893,2000,2000,173,4,7,7,56,18.7,21,watch,7,0,0,0,0,0,0,0
1896,2000,2000,173,4,7,7,70,23.3,21,watch,7,0,0,0,0,0,0,0
1899,2000,2000,173,4,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
1902,2000,2000,173,4,8,8,84,28.0,24,watch,8,0,0,0,0,0,0,0
1905,2000,2000,173,4,8,8,70,23.3,24,watch,8,0,0,0,0,0,0,0
1908,2000,2000,173,4,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1911,2000,2000,173,4,9,9,84,28.0,27,watch,9,0,0,0,0,0,0,0
1914,2000,2000,173,4,9,9,70,23.3,27,watch,9,0,0,0,0,0,0,0
1917,2000,2000,173,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1920,2000,2000,193,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1923,2000,2000,193,4,10,10,84,28.0,30,watch,10,0,0,0,0,0,0,0
1926,2000,2000,193,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1929,2000,2000,193,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1932,2000,2000,193,4,10,10,98,32.7,30,watch,10,0,0,0,0,0,0,0
1935,2000,2000,193,4,10,10,112,37.3,30,watch,10,0,0,0,0,0,0,0
1938,2000,2000,193,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1941,2000,2000,193,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1944,2000,2000,193,4,9,9,98,32.7,27,watch,9,0,0,0,0,0,0,0
1947,2000,2000,193,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1950,2000,2000,213,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1953,2000,2000,213,4,8,8,98,32.7,24,watch,8,0,0,0,0,0,0,0
1956,2000,2000,213,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1959,2000,2000,213,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1962,2000,2000,213,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
1965,2000,2000,213,4,7,7,98,32.7,21,watch,7,0,0,0,0,0,0,0
